IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
Q6ICI0	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21503|virhostnet-nrid:20292	-	-	-	-	-							P29996|Q6ICI0
Q6P9G4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21463|virhostnet-nrid:20252	-	-	-	-	-							P29996|Q6P9G4
Q7KYR7	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21366|virhostnet-nrid:20155	-	-	-	-	-							P29996|Q7KYR7
Q7Z5P4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21399|virhostnet-nrid:20188	-	-	-	-	-							P29996|Q7Z5P4
Q7Z6L4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21497|virhostnet-nrid:20286	-	-	-	-	-							P29996|Q7Z6L4
Q86T03	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21469|virhostnet-nrid:20258	-	-	-	-	-							P29996|Q86T03
Q86UW2	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21500|virhostnet-nrid:20289	-	-	-	-	-							P29996|Q86UW2
Q8IV39	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21382|virhostnet-nrid:20171	-	-	-	-	-							P29996|Q8IV39
Q8IVU1	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21494|virhostnet-nrid:20283	-	-	-	-	-							P29996|Q8IVU1
Q8IX05	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21372|virhostnet-nrid:20161	-	-	-	-	-							P29996|Q8IX05
Q8IY17	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21496|virhostnet-nrid:20285	-	-	-	-	-							P29996|Q8IY17
Q8IYJ0	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21427|virhostnet-nrid:20216	-	-	-	-	-							P29996|Q8IYJ0
Q8N0W7	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21391|virhostnet-nrid:20180	-	-	-	-	-							P29996|Q8N0W7
Q8N4V1	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21413|virhostnet-nrid:20202	-	-	-	-	-							P29996|Q8N4V1
Q8N5K1	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21377|virhostnet-nrid:20166	-	-	-	-	-							P29996|Q8N5K1
Q8N682	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21385|virhostnet-nrid:20174	-	-	-	-	-							P29996|Q8N682
Q8N6Q1	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21461|virhostnet-nrid:20250	-	-	-	-	-							P29996|Q8N6Q1
Q8NBX0	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21445|virhostnet-nrid:20234	-	-	-	-	-							P29996|Q8NBX0
Q8NHU2	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21491|virhostnet-nrid:20280	-	-	-	-	-							P29996|Q8NHU2
Q8TAF8	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21409|virhostnet-nrid:20198	-	-	-	-	-							P29996|Q8TAF8
Q8WUQ0	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21396|virhostnet-nrid:20185	-	-	-	-	-							P29996|Q8WUQ0
Q8WWG1	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21421|virhostnet-nrid:20210	-	-	-	-	-							P29996|Q8WWG1
Q8WY98	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21493|virhostnet-nrid:20282	-	-	-	-	-							P29996|Q8WY98
Q92982	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21418|virhostnet-nrid:20207	-	-	-	-	-							P29996|Q92982
Q969E2	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21444|virhostnet-nrid:20233	-	-	-	-	-							P29996|Q969E2
Q969E2	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0090(protein complementation assay)	psi-mi:MI:0915(physical association)	virhostnet-rid:21507|virhostnet-nrid:20233	-	-	-	-	-							P29996|Q969E2
Q969V5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21415|virhostnet-nrid:20204	-	-	-	-	-							P29996|Q969V5
Q96B96	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21464|virhostnet-nrid:20253	-	-	-	-	-							P29996|Q96B96
Q96DA6	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21484|virhostnet-nrid:20273	-	-	-	-	-							P29996|Q96DA6
Q96FX8	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21426|virhostnet-nrid:20215	-	-	-	-	-							P29996|Q96FX8
Q96HV5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21468|virhostnet-nrid:20257	-	-	-	-	-							P29996|Q96HV5
Q96J86	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21383|virhostnet-nrid:20172	-	-	-	-	-							P29996|Q96J86
Q99942	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21442|virhostnet-nrid:20231	-	-	-	-	-							P29996|Q99942
Q9BSP0	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21481|virhostnet-nrid:20270	-	-	-	-	-							P29996|Q9BSP0
Q9BT39	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21467|virhostnet-nrid:20256	-	-	-	-	-							P29996|Q9BT39
Q9BT56	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21458|virhostnet-nrid:20247	-	-	-	-	-							P29996|Q9BT56
Q9BTX3	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21466|virhostnet-nrid:20255	-	-	-	-	-							P29996|Q9BTX3
Q9H1E5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21492|virhostnet-nrid:20281	-	-	-	-	-							P29996|Q9H1E5
Q9H3K2	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21392|virhostnet-nrid:20181	-	-	-	-	-							P29996|Q9H3K2
Q9H8X9	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21474|virhostnet-nrid:20263	-	-	-	-	-							P29996|Q9H8X9
Q9H8X9	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0090(protein complementation assay)	psi-mi:MI:0915(physical association)	virhostnet-rid:21511|virhostnet-nrid:20263	-	-	-	-	-							P29996|Q9H8X9
Q9HCU5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21432|virhostnet-nrid:20221	-	-	-	-	-							P29996|Q9HCU5
Q9HCU5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0090(protein complementation assay)	psi-mi:MI:0915(physical association)	virhostnet-rid:21506|virhostnet-nrid:20221	-	-	-	-	-							P29996|Q9HCU5
Q9NPF2	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21375|virhostnet-nrid:20164	-	-	-	-	-							P29996|Q9NPF2
Q9NRB3	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21376|virhostnet-nrid:20165	-	-	-	-	-							P29996|Q9NRB3
Q9NRZ7	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21359|virhostnet-nrid:20148	-	-	-	-	-							P29996|Q9NRZ7
Q9NUH8	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21462|virhostnet-nrid:20251	-	-	-	-	-							P29996|Q9NUH8
Q9NZ43	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21472|virhostnet-nrid:20261	-	-	-	-	-							P29996|Q9NZ43
Q9P003	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21380|virhostnet-nrid:20169	-	-	-	-	-							P29996|Q9P003
Q9P0Z9	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21428|virhostnet-nrid:20217	-	-	-	-	-							P29996|Q9P0Z9
Q9P2W9	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21459|virhostnet-nrid:20248	-	-	-	-	-							P29996|Q9P2W9
Q9P2W9	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0090(protein complementation assay)	psi-mi:MI:0915(physical association)	virhostnet-rid:21505|virhostnet-nrid:20248	-	-	-	-	-							P29996|Q9P2W9
Q9UBS4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21480|virhostnet-nrid:20269	-	-	-	-	-							P29996|Q9UBS4
Q9UBS4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0090(protein complementation assay)	psi-mi:MI:0915(physical association)	virhostnet-rid:21510|virhostnet-nrid:20269	-	-	-	-	-							P29996|Q9UBS4
Q9UG22	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21393|virhostnet-nrid:20182	-	-	-	-	-							P29996|Q9UG22
Q9UGN4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21371|virhostnet-nrid:20160	-	-	-	-	-							P29996|Q9UGN4
Q9UGP8	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21446|virhostnet-nrid:20235	-	-	-	-	-							P29996|Q9UGP8
Q9UGP8	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0090(protein complementation assay)	psi-mi:MI:0915(physical association)	virhostnet-rid:21509|virhostnet-nrid:20235	-	-	-	-	-							P29996|Q9UGP8
Q9UHE5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21417|virhostnet-nrid:20206	-	-	-	-	-							P29996|Q9UHE5
Q9UHP7	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21488|virhostnet-nrid:20277	-	-	-	-	-							P29996|Q9UHP7
Q9UIJ5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21475|virhostnet-nrid:20264	-	-	-	-	-							P29996|Q9UIJ5
Q9UK00	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21367|virhostnet-nrid:20156	-	-	-	-	-							P29996|Q9UK00
Q9UKY0	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21433|virhostnet-nrid:20222	-	-	-	-	-							P29996|Q9UKY0
Q9UKY4	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21430|virhostnet-nrid:20219	-	-	-	-	-							P29996|Q9UKY4
Q9Y257	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21404|virhostnet-nrid:20193	-	-	-	-	-							P29996|Q9Y257
Q9Y287	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21403|virhostnet-nrid:20192	-	-	-	-	-							P29996|Q9Y287
Q9Y394	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21384|virhostnet-nrid:20173	-	-	-	-	-							P29996|Q9Y394
Q9Y3E5	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21483|virhostnet-nrid:20272	-	-	-	-	-							P29996|Q9Y3E5
Q9Y5H7	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21424|virhostnet-nrid:20213	-	-	-	-	-							P29996|Q9Y5H7
Q9Y6H8	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21394|virhostnet-nrid:20183	-	-	-	-	-							P29996|Q9Y6H8
Q9Y6X1	P29996	uniprotkb	uniprotkb	9606	31762	27044079		-	-	-	psi-mi:MI:0089(protein array)	psi-mi:MI:0915(physical association)	virhostnet-rid:21447|virhostnet-nrid:20236	-	-	-	-	-							P29996|Q9Y6X1
P30038	O56232	uniprotkb	uniprotkb	9606	11901	14679154		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:24292|virhostnet-nrid:21901	-	-	-	-	-							O56232|P30038
P30041	Q1K9H5	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:19242|virhostnet-nrid:18070	-	-	-	-	-							P30041|Q1K9H5
P30044	Q1K9H2	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:18915|virhostnet-nrid:17749	-	-	-	-	-							P30044|Q1K9H2
P30047	Q8JSN5	uniprotkb	uniprotkb	9606	158611	24945353		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:13214|virhostnet-nrid:12142	-	-	-	-	-							P30047|Q8JSN5
P30048	A0A218M2D5	uniprotkb	uniprotkb	9606	11624	29261807		-	-	-	psi-mi:MI:0007(anti tag coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:22254|virhostnet-nrid:20929	-	-	-	-	-							A0A218M2D5|P30048
P30048	Q1K9H5	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:19213|virhostnet-nrid:18041	-	-	-	-	-							P30048|Q1K9H5
P30049	Q20MH4	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:18885|virhostnet-nrid:17719	-	-	-	-	-							P30049|Q20MH4
P30049	Q9WB91	uniprotkb	uniprotkb	9606	11706	22190034		-	-	-	psi-mi:MI:0109(tap tag coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:4393|virhostnet-nrid:3877	-	-	-	-	-							P30049|Q9WB91
P30050	A0A097PIH4	uniprotkb	uniprotkb	9606	11053	23326450		-	-	-	psi-mi:MI:0397(two hybrid array)	psi-mi:MI:0915(physical association)	virhostnet-rid:11908|virhostnet-nrid:10945	-	-	-	-	-							A0A097PIH4|P30050
P30050	A0A218M2D5	uniprotkb	uniprotkb	9606	11624	29261807		-	-	-	psi-mi:MI:0007(anti tag coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:22065|virhostnet-nrid:20740	-	-	-	-	-							A0A218M2D5|P30050
P30050	O09234	uniprotkb	uniprotkb	9606	31634	23326450		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11863|virhostnet-nrid:10900	-	-	-	-	-							O09234|P30050
P30050	Q9QLP4	uniprotkb	uniprotkb	9606	31552	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11821|virhostnet-nrid:10858	-	-	-	-	-							P30050|Q9QLP4
P30085	Q8JSN5	uniprotkb	uniprotkb	9606	158611	24945353		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:13070|virhostnet-nrid:11998	-	-	-	-	-							P30085|Q8JSN5
P30101	B4URF0	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:18824|virhostnet-nrid:17658	-	-	-	-	-							B4URF0|P30101
P30101	B9UPF3	uniprotkb	uniprotkb	9606	10580	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:9043|virhostnet-nrid:8114	-	-	-	-	-							B9UPF3|P30101
P30101	P88935	uniprotkb	uniprotkb	9606	435895	25544563		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:17904|virhostnet-nrid:16812	-	-	-	-	-							P30101|P88935
P30153	B8ZX42	uniprotkb	uniprotkb	9606	493803	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:10247|virhostnet-nrid:9302	-	-	-	-	-							B8ZX42|P30153
P30153	B8ZX49	uniprotkb	uniprotkb	9606	493803	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:10279|virhostnet-nrid:9334	-	-	-	-	-							B8ZX49|P30153
P30153	I1YP38	uniprotkb	uniprotkb	9606	10376	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:7812|virhostnet-nrid:6902	-	-	-	-	-							I1YP38|P30153
P30153	P03070	uniprotkb	uniprotkb	9606	1891767	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:10388|virhostnet-nrid:9440	-	-	-	-	-							P03070|P30153
P30153	P03083	uniprotkb	uniprotkb	9606	10632	1328865		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:24056|virhostnet-nrid:21765	-	-	-	-	-							P03083|P30153
P30153	P03427	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:13620|virhostnet-nrid:12543	-	-	-	-	-							P03427|P30153
P30153	P03454	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:14620|virhostnet-nrid:13543	-	-	-	-	-							P03454|P30153
P30153	P03470	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:15744|virhostnet-nrid:14667	-	-	-	-	-							P03470|P30153
P30153	P05777	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:16411|virhostnet-nrid:15334	-	-	-	-	-							P05777|P30153
P30153	P05780	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:17011|virhostnet-nrid:15934	-	-	-	-	-							P05780|P30153
P30153	P0CK48	uniprotkb	uniprotkb	9606	82830	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:7657|virhostnet-nrid:6747	-	-	-	-	-							P0CK48|P30153
P30153	P0CK57	uniprotkb	uniprotkb	9606	82830	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:7432|virhostnet-nrid:6522	-	-	-	-	-							P0CK57|P30153
P30153	P15659	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:14279|virhostnet-nrid:13202	-	-	-	-	-							P15659|P30153
P30153	P15682	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:15126|virhostnet-nrid:14049	-	-	-	-	-							P15682|P30153
P30153	Q1K9H5	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:19295|virhostnet-nrid:18123	-	-	-	-	-							P30153|Q1K9H5
P30153	Q20MH0	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:17424|virhostnet-nrid:16347	-	-	-	-	-							P30153|Q20MH0
P30153	Q77IQ3	uniprotkb	uniprotkb	9606	1891767	1328865		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:22372|virhostnet-nrid:21015	-	-	-	-	-							P30153|Q77IQ3
P30154	P05780	uniprotkb	uniprotkb	9606	381518	25464832		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:17012|virhostnet-nrid:15935	-	-	-	-	-							P05780|P30154
P30260	P88947	uniprotkb	uniprotkb	9606	435895	25544563		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:17481|virhostnet-nrid:16404	-	-	-	-	-							P30260|P88947
P30307	A0A288CFT1	uniprotkb	uniprotkb	9606	11706	14972559		-	-	-	psi-mi:MI:0059(gst pull down)	psi-mi:MI:0915(physical association)	virhostnet-rid:24449|virhostnet-nrid:21976	-	-	-	-	-							A0A288CFT1|P30307
P30411	P06460	uniprotkb	uniprotkb	9606	10600	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:9866|virhostnet-nrid:8921	-	-	-	-	-							P06460|P30411
P30443	B4URE7	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:18531|virhostnet-nrid:17365	-	-	-	-	-							B4URE7|P30443
P30443	P03186	uniprotkb	uniprotkb	9606	10377	17446270		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:423|virhostnet-nrid:359	-	-	-	-	-							P03186|P30443
P30443	Q1HVH9	uniprotkb	uniprotkb	9606	82830	22761553		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:5430|virhostnet-nrid:4648	-	-	-	-	-							P30443|Q1HVH9
